ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2717133,2,2016-02-26 20:13:53,2016-02-27 02:13:53,40.44278,-80.02468,40.44304,-80.02526,0.035,At Musk Way - Accident.,,W Carson St,R,Pittsburgh,Allegheny,PA,15219,US,US/Eastern,KAGC,2016-02-26 19:53:00,27.0,20.5,58.0,30.22,10.0,West,5.8,,Clear,True,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2717134,2,2016-02-27 13:12:08,2016-02-27 19:12:08,38.30155,-85.85499,38.30011,-85.84846,0.368,At I-265/Exit 121 - Accident.,,US-150 E,R,New Albany,Floyd,IN,47150,US,US/Eastern,KLOU,2016-02-27 12:53:00,50.0,,44.0,30.16,10.0,SW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717135,3,2016-02-27 13:31:39,2016-02-27 19:31:39,40.35405,-80.13756,40.35449,-80.13836,0.052,Between Sygan Rd and Wabash Ave - Accident.,,Millers Run Rd,R,Morgan,Allegheny,PA,15064,US,US/Eastern,KPIT,2016-02-27 13:51:00,37.0,28.1,48.0,30.1,10.0,WSW,15.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717136,3,2016-02-27 13:31:39,2016-02-27 19:31:39,40.35449,-80.13836,40.35405,-80.13756,0.052,Between Wabash Ave and Sygan Rd - Accident.,200.0, Wabash Ave,R,Morgan,Allegheny,PA,15064-9708,US,US/Eastern,KPIT,2016-02-27 13:51:00,37.0,28.1,48.0,30.1,10.0,WSW,15.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717137,3,2016-02-27 13:38:32,2016-02-27 19:46:39,38.30344,-85.88893,38.30011,-85.84846,2.206,Between IN-64/IN-62/Exit 118 and I-265/Exit 121 - Accident.,,IN-62 E,R,New Albany,Floyd,IN,47150,US,US/Eastern,KLOU,2016-02-27 13:53:00,52.0,,41.0,30.12,10.0,SSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717138,3,2016-02-27 17:00:39,2016-02-27 23:00:39,41.08789,-83.66011,41.08513,-83.66004,0.191,At TWP Rd 99/Exit 161 - Accident.,,County Road 99,R,Findlay,Hancock,OH,45840,US,US/Eastern,KFDY,2016-02-27 16:53:00,46.9,,56.0,29.94,10.0,SW,17.3,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717139,4,2016-02-28 01:07:39,2016-02-28 07:07:39,41.02454,-80.92163,41.02413,-80.90579,0.826,Closed between Weaver Rd and Duck Creek Rd - Road closed due to accident.,14401.0, W Akron Canfield Rd,R,Berlin Center,Mahoning,OH,44401-9753,US,US/Eastern,KPOV,2016-02-28 01:14:00,40.1,34.7,56.0,29.92,10.0,SW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2717140,4,2016-02-28 01:07:39,2016-02-28 07:07:39,41.02413,-80.90579,41.02454,-80.92163,0.826,Closed between Duck Creek Rd and Weaver Rd - Road closed due to accident.,13399.0, Akron Canfield Rd,R,North Jackson,Mahoning,OH,44451-9723,US,US/Eastern,KYNG,2016-02-28 00:51:00,39.0,32.3,60.0,29.95,10.0,SSW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2717141,4,2016-02-28 09:36:53,2016-02-28 15:36:53,39.08168,-84.7069,39.0885,-84.7939,4.69,Closed between KY-237/Exit 7 and KY-8/Exit 11 - Road closed due to accident.,,I-275 W,R,Hebron,Boone,KY,41048,US,US/Eastern,KCVG,2016-02-28 09:52:00,53.1,,48.0,29.94,10.0,SW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717142,2,2016-02-28 12:46:09,2016-02-28 18:46:47,38.18539,-85.81793,38.18542,-85.80893,0.489,At US-31/US-60/Exit 8 - Accident.,,I-264 E,R,Louisville,Jefferson,KY,40216,US,US/Eastern,KSDF,2016-02-28 12:56:00,66.9,,30.0,29.9,10.0,SW,28.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717143,2,2016-02-28 14:17:06,2016-02-28 20:17:06,39.27734,-84.86438,39.27632,-84.86597,0.11,At US-52/Exit 169 - Accident.,,I-74 W,R,West Harrison,Dearborn,IN,47060,US,US/Eastern,KCVG,2016-02-28 13:52:00,64.0,,33.0,29.8,10.0,SW,20.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717144,2,2016-02-29 09:32:37,2016-02-29 15:32:37,39.16437,-84.43731,39.16335,-84.42969,0.414,At I-71 - Accident.,,Norwood Lateral Expy E,R,Cincinnati,Hamilton,OH,45212,US,US/Eastern,KLUK,2016-02-29 09:53:00,41.0,35.2,73.0,30.05,10.0,WSW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717145,2,2016-02-29 09:43:56,2016-02-29 15:43:56,39.748585,-84.226084,39.748584,-84.226078,0.0,At Western Ave - Accident.,,US-35 E,R,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,2016-02-29 09:58:00,39.0,32.8,75.0,30.01,10.0,WSW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717146,2,2016-02-29 12:59:31,2016-02-29 18:59:31,39.4728,-80.11963,39.47208,-80.12134,0.104,At WV-310/Exit 137 - Accident.,,I-79 S,R,Fairmont,Marion,WV,26554,US,US/Eastern,KCKB,2016-02-29 12:53:00,45.0,39.3,60.0,29.96,10.0,West,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717147,4,2016-02-29 14:46:39,2016-02-29 20:46:39,41.187807,-80.149019,41.192833,-80.159467,0.645,Closed at Uber Rd - Road closed due to accident.,1957.0, Mercer Grove City Rd,R,Mercer,Mercer,PA,16137-6337,US,US/Eastern,KUCP,2016-02-29 14:39:00,44.6,38.4,61.0,29.88,10.0,SW,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717148,4,2016-02-29 14:46:40,2016-02-29 20:46:40,41.19242,-80.158605,41.187807,-80.149019,0.592,Closed at Hartwick Rd - Road closed due to accident.,1791.0, Mercer Grove City Rd,L,Mercer,Mercer,PA,16137-6333,US,US/Eastern,KUCP,2016-02-29 14:39:00,44.6,38.4,61.0,29.88,10.0,SW,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717149,2,2016-02-29 15:23:40,2016-02-29 21:23:40,38.233483,-85.626718,38.241722,-85.621928,0.626,At I-64/Exit 19 - Accident.,,I-264 E,R,Louisville,Jefferson,KY,40220,US,US/Eastern,KLOU,2016-02-29 14:53:00,55.0,,42.0,30.06,10.0,SW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717150,2,2016-02-29 16:11:39,2016-02-29 22:11:39,38.33954,-81.609895,38.34374,-81.613217,0.341,At US-114/Greenbrier St/Exit 99 - Accident.,,I-77 N,R,Charleston,Kanawha,WV,25311,US,US/Eastern,KCRW,2016-02-29 15:54:00,54.0,,45.0,30.02,10.0,WSW,10.4,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717151,3,2016-02-29 17:08:08,2016-02-29 23:08:08,40.07297,-83.1347,40.10307,-83.12989,2.095,Between Tuttle Crossing Blvd/Exit 15 and US-33/OH-161/Exit 17 - Accident.,,Outerbelt N,R,Dublin,Franklin,OH,43016,US,US/Eastern,KOSU,2016-02-29 16:53:00,52.0,,45.0,29.97,10.0,SW,17.3,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717152,2,2016-02-29 17:10:37,2016-02-29 23:10:37,40.08402,-83.13046,40.08403,-83.13039,0.004,At Paul G Blazer Memorial Pkwy - Accident.,5503.0, Blazer Pkwy,L,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2016-02-29 16:53:00,52.0,,45.0,29.97,10.0,SW,17.3,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2717153,3,2016-02-29 17:13:06,2016-02-29 23:13:06,38.34631,-83.40449,38.35382,-83.40553,0.522,Between Buckner Br and Plank Ln - Accident.,9867.0, Cranston Rd,L,Morehead,Rowan,KY,40351-8106,US,US/Eastern,KIOB,2016-02-29 17:15:00,55.4,,41.0,30.06,10.0,West,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717154,3,2016-02-29 17:13:06,2016-02-29 23:13:06,38.35382,-83.40553,38.34631,-83.40449,0.522,Between Plank Ln and Buckner Br - Accident.,5.0, W Plank Ln,L,Morehead,Rowan,KY,40351-8184,US,US/Eastern,KIOB,2016-02-29 17:15:00,55.4,,41.0,30.06,10.0,West,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717155,2,2016-02-29 17:30:24,2016-02-29 23:30:24,39.04416,-84.46656,39.04726,-84.45498,0.657,At I-471/Exit 74 - Accident.,,I-275 E,R,Newport,Campbell,KY,41076,US,US/Eastern,KLUK,2016-02-29 17:53:00,53.1,,43.0,30.02,10.0,SW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717156,2,2016-02-29 17:38:55,2016-02-29 23:38:55,38.41807,-81.54525,38.41443,-81.55113,0.406,At WV-114/Exit 5 - Accident.,,I-79 S,R,Charleston,Kanawha,WV,25312,US,US/Eastern,KCRW,2016-02-29 17:54:00,54.0,,38.0,30.03,10.0,WSW,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717157,2,2016-02-29 18:57:07,2016-03-01 00:57:07,38.309401,-85.847643,38.304786,-85.850364,0.351,At I-64 - Accident.,,I-265 W,R,New Albany,Floyd,IN,47150,US,US/Eastern,KLOU,2016-02-29 18:53:00,55.0,,37.0,30.05,10.0,SW,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2717158,2,2016-02-29 19:46:42,2016-03-01 01:46:42,41.64679,-83.54913,41.64344,-83.54924,0.232,At OH-25/Exit 201 - Accident.,,I-75 S,R,Toledo,Lucas,OH,43604,US,US/Eastern,KTDZ,2016-02-29 19:53:00,45.0,42.6,53.0,30.01,10.0,WNW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2717159,2,2016-02-29 21:41:22,2016-03-01 03:41:22,38.198748,-85.733953,38.207196,-85.750405,1.067,At Crittenden Dr - Accident.,,I-65 S,R,Louisville,Jefferson,KY,40213,US,US/Eastern,KSDF,2016-02-29 21:56:00,48.9,,48.0,30.03,10.0,SSE,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2717160,2,2016-03-01 01:14:28,2016-03-01 07:14:28,39.97401,-82.99355,39.97844,-82.97351,1.104,Between OH-3/Cleveland Ave and I-71 - Accident.,,North Innerbelt W,R,Columbus,Franklin,OH,43215,US,US/Eastern,KCMH,2016-03-01 00:51:00,36.0,33.3,76.0,30.04,10.0,ESE,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2717161,3,2016-03-01 04:50:12,2016-03-01 10:50:12,39.17397,-84.49031,39.18583,-84.48269,0.915,Between OH-562/Exit 7 and Towne St/Exit 8 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45237,US,US/Eastern,KLUK,2016-03-01 04:53:00,32.0,,96.0,29.97,6.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2717162,2,2016-03-01 06:23:52,2016-03-01 12:23:52,41.68843,-83.56258,41.68792,-83.56427,0.094,At Berdan Ave/Exit 205 - Accident.,,I-75 S,R,Toledo,Lucas,OH,43612,US,US/Eastern,KDUH,2016-03-01 06:15:00,27.5,18.0,74.0,30.02,10.0,ESE,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2717163,3,2016-03-01 07:04:07,2016-03-01 13:04:07,41.67904,-83.5732,41.66553,-83.56532,1.018,Between I-475/Exit 204 and US-24/Detroit Ave/Exit 203 - Accident.,,I-75 S,R,Toledo,Lucas,OH,43610,US,US/Eastern,KDUH,2016-03-01 06:54:00,27.5,17.4,76.0,29.98,10.0,ESE,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2717164,2,2016-03-01 07:24:41,2016-03-01 13:24:41,39.25249,-84.36493,39.22388,-84.36733,1.981,Between Pfeiffer Rd/Exit 15 and Ronald Reagan CRS Co Hwy/Exit 14 - Accident.,,Specialist Donald Scott Morrison Memorial Hwy,R,Cincinnati,Hamilton,OH,45242,US,US/Eastern,KLUK,2016-03-01 07:53:00,33.1,28.7,100.0,29.92,10.0,WSW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717165,3,2016-03-01 07:52:52,2016-03-01 13:52:52,38.310736,-85.590395,38.292205,-85.639708,2.965,At I-264 - Accident.,,I-71 S,R,Louisville,Jefferson,KY,40241,US,US/Eastern,KLOU,2016-03-01 07:53:00,46.0,44.8,54.0,29.87,10.0,SE,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717166,2,2016-03-01 08:13:26,2016-03-01 14:13:26,41.46941,-81.80535,41.46679,-81.76572,2.06,Between Warren Rd/Exit 165 and 117th St/Exit 166 - Accident.,,I-90 E,R,Cleveland,Cuyahoga,OH,44111,US,US/Eastern,KCLE,2016-03-01 07:51:00,30.0,21.1,72.0,30.04,10.0,East,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717167,2,2016-03-01 09:36:12,2016-03-01 15:36:12,38.20674,-85.74846,38.20732,-85.75066,0.126,At Crittenden Dr - Accident.,,Dr Martin Luther King Jr Expy N,R,Louisville,Jefferson,KY,40209,US,US/Eastern,KSDF,2016-03-01 09:56:00,55.9,,49.0,29.8,10.0,South,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717168,2,2016-03-01 10:14:14,2016-03-01 16:14:14,39.226317,-84.371079,39.226316,-84.371097,0.001,At Blue Ash Rd/Kenwood Rd - Accident.,,Ronald Reagan Cross County Hwy W,R,Cincinnati,Hamilton,OH,45242,US,US/Eastern,KLUK,2016-03-01 10:19:00,46.9,,66.0,29.82,5.0,SSW,11.5,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717169,2,2016-03-01 11:39:26,2016-03-01 17:39:26,41.68721,-83.55579,41.6876,-83.54904,0.349,At Phillips Ave/Exit 206 - Accident.,,N Detroit Ave,R,Toledo,Lucas,OH,43608,US,US/Eastern,KDUH,2016-03-01 11:34:00,32.0,22.1,80.0,29.79,10.0,East,13.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717170,2,2016-03-01 11:51:46,2016-03-01 17:51:46,40.09775,-84.22926,40.15485,-84.22096,3.97,Between County Rd 25A/Exit 78 and US-36/Exit 82 - Accident.,,I-75 N,R,Troy,Miami,OH,45373,US,US/Eastern,KDAY,2016-03-01 11:56:00,50.0,,61.0,29.72,10.0,South,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717171,3,2016-03-01 12:03:00,2016-03-01 18:03:00,41.42147,-81.70682,41.42234,-81.73869,1.652,Between OH-94/State Rd/Exit 16 and Ridge Rd/Exit 15 - Accident.,,Outerbelt South Fwy W,R,Cleveland,Cuyahoga,OH,44109,US,US/Eastern,KBKL,2016-03-01 11:53:00,48.0,,50.0,29.81,10.0,ESE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717172,3,2016-03-01 12:22:23,2016-03-01 18:22:23,38.294146,-85.756847,38.297211,-85.754368,0.251,At Eastern Boulevard/Exit 2 - Accident.,,S US Route 31,R,Clarksville,Clark,IN,47129,US,US/Eastern,KLOU,2016-03-01 12:22:00,53.1,,83.0,29.77,2.0,WSW,13.8,0.1,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717173,2,2016-03-01 13:42:36,2016-03-01 19:42:36,39.17304,-84.47589,39.17376,-84.47992,0.222,At OH-4/Paddock Rd - Accident.,,Norwood Lateral Expy W,R,Cincinnati,Hamilton,OH,45237,US,US/Eastern,KLUK,2016-03-01 13:53:00,48.9,,97.0,29.68,3.0,SSW,4.6,0.17,Heavy Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717174,3,2016-03-01 14:07:48,2016-03-01 20:07:48,38.15982,-84.67308,38.17393,-84.81367,7.699,Between KY-341/Exit 65 and US-60/Exit 58 - Accident.,,I-64 W,R,Midway,Woodford,KY,40347,US,US/Eastern,KLEX,2016-03-01 13:54:00,57.0,,81.0,29.7,3.0,SSW,20.7,0.04,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717175,3,2016-03-01 14:46:13,2016-03-01 20:46:13,39.11675,-84.53355,39.11923,-84.53517,0.192,At Western Ave/Findlay St/Exit 2 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45214,US,US/Eastern,KLUK,2016-03-01 14:53:00,51.1,,96.0,29.63,7.0,SSW,10.4,0.09,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717176,2,2016-03-01 14:46:13,2016-03-01 20:46:13,39.24943,-84.36541,39.25235,-84.36476,0.205,At Pfeiffer Rd/Exit 15 - Accident.,,Pfeiffer Rd,R,Cincinnati,Hamilton,OH,45242,US,US/Eastern,KLUK,2016-03-01 14:53:00,51.1,,96.0,29.63,7.0,SSW,10.4,0.09,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717177,2,2016-03-01 16:16:53,2016-03-01 22:16:53,41.06146,-81.5049,41.06174,-81.50089,0.21,At I-77/OH-8/Exit 23 - Accident.,,OH-8 S,R,Akron,Summit,OH,44311,US,US/Eastern,KAKR,2016-03-01 15:54:00,55.9,,51.0,29.53,10.0,East,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717178,2,2016-03-01 16:18:06,2016-03-01 22:18:06,39.18364,-84.48373,39.18583,-84.48269,0.161,At Towne St/Exit 8 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45216,US,US/Eastern,KLUK,2016-03-01 16:32:00,52.0,,97.0,29.59,1.8,SW,10.4,0.03,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717179,2,2016-03-01 16:16:53,2016-03-01 22:16:53,41.06228,-81.50987,41.06169,-81.506259,0.192,At I-77/OH-8/Exit 23 - Accident.,,I-76 E,R,Akron,Summit,OH,44311,US,US/Eastern,KAKR,2016-03-01 15:54:00,55.9,,51.0,29.53,10.0,East,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717180,2,2016-03-01 16:15:37,2016-03-01 22:15:37,39.98793,-82.98568,39.9871,-82.98557,0.058,At E 5th Ave/Exit 110A - Accident.,,North Fwy S,R,Columbus,Franklin,OH,43201,US,US/Eastern,KCMH,2016-03-01 16:10:00,48.2,,93.0,29.56,4.0,Calm,,0.04,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717181,2,2016-03-01 16:16:53,2016-03-01 22:16:53,39.95971,-83.04811,39.95092,-83.01485,1.863,Between US-40/Broad St/Exit 97 and I-71/OH-315/Exit 99C - Accident.,,I-70 E,R,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,2016-03-01 16:14:00,48.2,,93.0,29.56,4.0,SW,8.1,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717182,2,2016-03-01 16:14:22,2016-03-01 22:14:22,39.1479,-84.53929,39.16362,-84.50805,1.995,Between I-74/US-52/US-27/Exit 4 and Mitchell Ave/Exit 6 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45225,US,US/Eastern,KLUK,2016-03-01 16:32:00,52.0,,97.0,29.59,1.8,SW,10.4,0.03,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717183,2,2016-03-01 16:49:39,2016-03-01 22:49:39,39.89555,-83.84997,39.89552,-83.85418,0.223,At US-68/Exit 52 - Accident.,,I-70 W,R,Springfield,Clark,OH,45502,US,US/Eastern,KSGH,2016-03-01 16:56:00,50.0,,96.0,29.56,10.0,SW,18.4,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717184,2,2016-03-01 16:47:08,2016-03-01 22:47:08,39.99226,-82.98517,39.99384,-82.98502,0.109,At E 11th Ave/Exit 110B - Accident.,,North Fwy N,R,Columbus,Franklin,OH,43211,US,US/Eastern,KCMH,2016-03-01 16:51:00,48.0,,96.0,29.55,4.0,SSW,5.8,0.19,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717185,3,2016-03-01 17:01:39,2016-03-01 23:01:39,39.40983,-82.97548,39.50841,-82.97357,6.812,At Emerson Rd - Accident.,,US-23 N,R,Chillicothe,Ross,OH,45601,US,US/Eastern,KLCK,2016-03-01 16:55:00,47.7,,97.0,29.54,7.0,SSW,10.4,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717186,2,2016-03-01 17:15:08,2016-03-01 23:15:08,40.6126,-80.09494,40.61824,-80.09567,0.392,At PA-910/Exit 73 - Accident.,,I-79 N,R,Wexford,Allegheny,PA,15090,US,US/Eastern,KBTP,2016-03-01 17:15:00,62.6,,27.0,29.54,10.0,South,15.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717187,2,2016-03-01 17:34:06,2016-03-01 23:34:06,39.22479,-84.27783,39.24518,-84.30316,1.955,Between Wards Corner Rd/Exit 54 and Loveland Madeira Rd/Exit 52 - Accident.,,I-275 W,R,Loveland,Clermont,OH,45140,US,US/Eastern,KI69,2016-03-01 17:32:00,49.6,,89.0,29.61,10.0,West,19.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717188,2,2016-03-01 17:31:38,2016-03-01 23:31:38,39.11675,-84.53355,39.11923,-84.53517,0.192,At Western Ave/Findlay St/Exit 2 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45214,US,US/Eastern,KLUK,2016-03-01 17:53:00,48.9,,83.0,29.66,10.0,West,20.7,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717189,3,2016-03-01 17:31:38,2016-03-01 23:31:38,41.43869,-81.80554,41.43861,-81.79903,0.337,At 150th St/Exit 240 - Accident.,,I-71 N,R,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,2016-03-01 17:40:00,46.0,41.9,93.0,29.52,2.5,SSE,8.1,0.11,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717190,2,2016-03-01 17:46:37,2016-03-01 23:46:37,40.016819,-82.90411,40.016824,-82.904112,0.0,At I-670/US-62/Exit 35 - Accident.,,Outerbelt S,R,Columbus,Franklin,OH,43219,US,US/Eastern,KCMH,2016-03-01 17:47:00,48.2,,100.0,29.52,8.0,SSW,9.2,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717191,2,2016-03-01 17:42:50,2016-03-01 23:42:50,39.09757,-84.51666,39.10414,-84.50438,0.8,Between I-71/I-75 and US-50/Exit 1 - Accident.,,I-71 N,R,Cincinnati,Hamilton,OH,45202,US,US/Eastern,KLUK,2016-03-01 17:53:00,48.9,,83.0,29.66,10.0,West,20.7,0.01,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717192,2,2016-03-01 17:57:36,2016-03-01 23:57:36,41.06247,-81.52405,41.06228,-81.52877,0.246,At I-76/I-77/South St - Accident.,,I-77 N,R,Akron,Summit,OH,44311,US,US/Eastern,KAKR,2016-03-01 17:54:00,48.0,,86.0,29.51,3.0,West,4.6,0.08,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717193,2,2016-03-01 17:57:36,2016-03-01 23:57:36,39.13219,-84.49464,39.12841,-84.49647,0.279,At Taft Rd/Exit 3 - Accident.,,I-71 S,R,Cincinnati,Hamilton,OH,45206,US,US/Eastern,KLUK,2016-03-01 17:53:00,48.9,,83.0,29.66,10.0,West,20.7,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717194,3,2016-03-01 18:15:55,2016-03-02 00:15:55,39.097654,-84.516019,39.097772,-84.515196,0.045,At US-50/Exit 1 - Accident.,,I-71 N,R,Cincinnati,Hamilton,OH,45202,US,US/Eastern,KLUK,2016-03-01 18:27:00,45.0,35.4,86.0,29.7,10.0,West,28.8,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717195,2,2016-03-02 09:52:29,2016-03-02 15:52:29,41.34965,-81.51146,41.31438,-81.51325,2.439,Between I-480/Cuyahoga-Summit Co Line and OH-82/Exit 19 - Accident.,,I-271 S,R,Macedonia,Summit,OH,44056,US,US/Eastern,KPOV,2016-03-02 09:54:00,21.9,11.7,80.0,30.04,0.5,WNW,9.2,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717196,2,2016-03-02 09:52:29,2016-03-02 15:52:29,41.37717,-81.5139,41.353183,-81.512441,1.659,Between Broadway Ave/Forbes Rd/Exit 23 and I-271/I-480 Southern Split - Accident.,,I-480 E,R,Bedford,Cuyahoga,OH,44146,US,US/Eastern,KBKL,2016-03-02 09:53:00,25.0,9.5,60.0,30.1,10.0,West,24.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2717197,4,2016-03-02 10:14:38,2016-03-02 16:14:38,40.12589,-80.13661,40.13189,-80.132407,0.47,Closed between US-40/E National Pike and Roberts Rd - Road closed due to accident.,6.0, Route 519,L,Eighty Four,Washington,PA,15330-2026,US,US/Eastern,KAFJ,2016-03-02 10:15:00,24.8,13.4,69.0,30.03,8.0,West,12.7,,Overcast,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
